loc pos similarity 
>Chr1 17359526 288.0 
>Chr1 17374800 274.0 
>Chr1 17376570 160.0 
>Chr1 17394338 445.0 
>Chr1 17413380 308.0 
>Chr1 17420436 78.0 
>Chr1 17425522 236.0 
>Chr1 17427012 332.0 
>Chr1 17429046 211.0 
>Chr1 17430034 238.0 
>Chr1 17430872 247.0 
>Chr1 17434084 207.0 
>Chr1 17436082 133.0 
>Chr1 17444708 241.0 
>Chr1 17446478 337.0 
>Chr1 17450094 240.0 
>Chr1 17459224 255.0 
>Chr1 17460510 324.0 
>Chr1 17476416 167.0 
>Chr1 17482034 177.0 
>Chr1 17485538 224.0 
>Chr1 17487528 202.0 
>Chr1 17490628 185.0 
>Chr1 17493804 108.0 
>Chr1 17509566 83.0 
>Chr1 17511888 153.0 
>Chr1 17519184 330.0 
>Chr1 17535952 107.0 
>Chr1 17559162 256.0 
>Chr1 17560740 217.0 
>Chr1 17568136 289.0 
>Chr1 17575012 253.0 
>Chr1 17581184 245.0 
>Chr1 17583042 108.0 
>Chr1 17583654 175.0 
>Chr1 17588624 96.0 
>Chr1 17591608 265.0 
>Chr1 17598612 53.0 
>Chr1 17618950 455.0 
>Chr1 17627408 151.0 
>Chr1 17627696 415.0 
>Chr1 17631850 183.0 
>Chr1 17635458 145.0 
>Chr1 17637904 173.0 
>Chr1 17643992 177.0 
>Chr1 17657462 387.0 
>Chr1 17658036 280.0 
>Chr1 17659906 98.0 
>Chr1 17679100 233.0 
>Chr1 17681358 324.0 
>Chr1 17686648 324.0 
>Chr1 17687020 377.0 
>Chr1 17689992 103.0 
>Chr1 17690356 260.0 
>Chr1 17697108 174.0 
>Chr1 17703030 281.0 
>Chr1 17708834 151.0 
>Chr1 17714228 322.0 
>Chr1 17724972 374.0 
>Chr1 17734130 117.0 
>Chr1 17741062 139.0 
>Chr1 17744810 54.0 
>Chr1 17745616 215.0 
>Chr1 17746368 90.0 
>Chr1 17756116 175.0 
>Chr1 17762186 411.0 
>Chr1 17770412 108.0 
>Chr1 17779578 498.0 
>Chr1 17779730 341.0 
>Chr1 17779922 465.0 
>Chr1 17784168 374.0 
>Chr1 17792228 127.0 
>Chr1 17794852 298.0 
>Chr1 17798256 68.0 
>Chr1 17801820 330.0 
>Chr1 17805592 374.0 
>Chr1 17811078 444.0 
>Chr1 17819552 108.0 
>Chr1 17833640 298.0 
>Chr1 17834240 148.0 
>Chr1 17845942 75.0 
>Chr1 17853158 295.0 
>Chr1 17856462 127.0 
>Chr1 17859478 204.0 
>Chr1 17861648 368.0 
>Chr1 17863826 124.0 
>Chr1 17870934 216.0 
>Chr1 17872500 297.0 
>Chr1 17884570 461.0 
>Chr1 17884870 78.0 
>Chr1 17886624 146.0 
>Chr1 17893784 458.0 
>Chr1 17894174 95.0 
>Chr1 17894914 325.0 
>Chr1 17900428 168.0 
>Chr1 17902226 231.0 
>Chr1 17903012 84.0 
>Chr1 17904806 124.0 
>Chr1 17910808 385.0 
>Chr1 17923250 179.0 
>Chr1 17951410 257.0 
>Chr1 17954266 194.0 
>Chr1 17957714 499.0 
>Chr1 17957862 236.0 
>Chr1 17968002 470.0 
>Chr1 17968310 199.0 
>Chr1 17971450 109.0 
>Chr1 17978454 186.0 
>Chr1 17979366 98.0 
>Chr1 17997408 175.0 
>Chr1 17998292 153.0 
>Chr1 18004400 155.0 
>Chr1 18011912 95.0 
>Chr1 18013814 494.0 
>Chr1 18020482 88.0 
>Chr1 18021174 393.0 
>Chr1 18021964 187.0 
>Chr1 18029744 399.0 
>Chr1 18032556 91.0 
>Chr1 18041798 304.0 
>Chr1 18062714 349.0 
>Chr1 18064800 208.0 
>Chr1 18073498 233.0 
>Chr1 18076318 453.0 
>Chr1 18077446 145.0 
>Chr1 18080946 327.0 
>Chr1 18089404 181.0 
>Chr1 18094910 126.0 
>Chr1 18096500 270.0 
>Chr1 18097386 140.0 
>Chr1 18097606 258.0 
>Chr1 18097846 303.0 
>Chr1 18100810 206.0 
>Chr1 18113588 454.0 
>Chr1 18116572 198.0 
>Chr1 18122018 289.0 
>Chr1 18124344 364.0 
>Chr1 18124656 218.0 
>Chr1 18137900 223.0 
>Chr1 18150906 163.0 
>Chr1 18160462 68.0 
>Chr1 18161390 144.0 
>Chr1 18163686 160.0 
>Chr1 18174754 309.0 
>Chr1 18176436 456.0 
>Chr1 18186600 159.0 
>Chr1 18186956 352.0 
>Chr1 18197760 123.0 
>Chr1 18205076 394.0 
>Chr1 18218084 322.0 
>Chr1 18218864 89.0 
>Chr1 18222400 155.0 
>Chr1 18229280 123.0 
>Chr1 18253860 92.0 
>Chr1 18259454 80.0 
>Chr1 18260212 344.0 
>Chr1 18262102 377.0 
>Chr1 18275822 264.0 
>Chr1 18277002 139.0 
>Chr1 18284608 107.0 
>Chr1 18296706 248.0 
>Chr1 18304806 193.0 
>Chr1 18305792 72.0 
>Chr1 18309112 123.0 
>Chr1 18311526 177.0 
>Chr1 18336118 170.0 
>Chr1 18349822 239.0 
>Chr1 18352978 131.0 
>Chr1 18373814 317.0 
>Chr1 18385466 165.0 
>Chr1 18386268 88.0 
>Chr1 18390216 167.0 
>Chr1 18402330 446.0 
>Chr1 18416614 66.0 
>Chr1 18417656 387.0 
>Chr1 18431460 77.0 
>Chr1 18438500 474.0 
>Chr1 18438704 127.0 
>Chr1 18440802 181.0 
>Chr1 18444362 192.0 
>Chr1 18470988 308.0 
>Chr1 18475490 217.0 
>Chr1 18489534 140.0 
>Chr1 18490174 98.0 
>Chr1 18490502 249.0 
>Chr1 18493810 105.0 
>Chr1 18503294 251.0 
>Chr1 18507634 459.0 
>Chr1 18511086 158.0 
>Chr1 18528418 323.0 
>Chr1 18530328 420.0 
>Chr1 18555718 458.0 
>Chr1 18562020 414.0 
>Chr1 18573934 127.0 
>Chr1 18582388 113.0 
>Chr1 18584826 109.0 
>Chr1 18589940 87.0 
>Chr1 18594962 296.0 
>Chr1 18610112 337.0 
>Chr1 18617248 116.0 
>Chr1 18627936 88.0 
>Chr1 18644410 217.0 
>Chr1 18652820 399.0 
>Chr1 18654766 105.0 
>Chr1 18656580 281.0 
>Chr1 18658054 66.0 
>Chr1 18658968 219.0 
>Chr1 18668290 442.0 
>Chr1 18671206 104.0 
>Chr1 18675522 474.0 
>Chr1 18676996 218.0 
>Chr1 18681140 197.0 
>Chr1 18702284 132.0 
>Chr1 18708040 47.0 
>Chr1 18710698 214.0 
>Chr1 18712204 98.0 
>Chr1 18727546 158.0 
>Chr1 18730702 69.0 
>Chr1 18755266 125.0 
>Chr1 18761784 347.0 
>Chr1 18763246 110.0 
>Chr1 18780238 218.0 
>Chr1 18780578 78.0 
>Chr1 18781932 90.0 
>Chr1 18783394 114.0 
>Chr1 18789128 300.0 
>Chr1 18790278 205.0 
>Chr1 18795400 212.0 
>Chr1 18799440 93.0 
>Chr1 18814702 421.0 
>Chr1 18818270 440.0 
>Chr1 18829110 320.0 
>Chr1 18832722 283.0 
>Chr1 18832826 463.0 
>Chr1 18833282 461.0 
>Chr1 18841160 251.0 
>Chr1 18841392 274.0 
>Chr1 18843362 82.0 
>Chr1 18846202 194.0 
>Chr1 18847936 83.0 
>Chr1 18848180 230.0 
>Chr1 18853586 70.0 
>Chr1 18861514 281.0 
>Chr1 18865022 280.0 
>Chr1 18867614 100.0 
>Chr1 18872508 452.0 
>Chr1 18872668 150.0 
>Chr1 18874950 115.0 
>Chr1 18884658 98.0 
>Chr1 18888150 114.0 
>Chr1 18920962 121.0 
>Chr1 18923598 83.0 
>Chr1 18952094 375.0 
>Chr1 18968650 408.0 
>Chr1 18977408 145.0 
>Chr1 18977620 289.0 
>Chr1 18993966 204.0 
>Chr1 18995536 60.0 
>Chr1 18996012 187.0 
>Chr1 19003754 73.0 
>Chr1 19009716 65.0 
>Chr1 19022006 44.0 
>Chr1 19022218 197.0 
>Chr1 19028754 147.0 
>Chr1 19030208 106.0 
>Chr1 19031012 134.0 
>Chr1 19032214 70.0 
>Chr1 19046254 102.0 
>Chr1 19053754 228.0 
>Chr1 19053998 266.0 
>Chr1 19059212 261.0 
>Chr1 19065052 356.0 
>Chr1 19073276 145.0 
>Chr1 19078102 102.0 
>Chr1 19079248 88.0 
>Chr1 19084518 169.0 
>Chr1 19089908 66.0 
>Chr1 19102186 305.0 
>Chr1 19103408 191.0 
>Chr1 19107096 164.0 
>Chr1 19112662 96.0 
>Chr1 19118764 230.0 
>Chr1 19122032 335.0 
>Chr1 19125360 313.0 
>Chr1 19126826 336.0 
>Chr1 19128060 98.0 
>Chr1 19128768 237.0 
>Chr1 19133718 332.0 
>Chr1 19135848 190.0 
>Chr1 19155446 158.0 
>Chr1 19164040 291.0 
>Chr1 19164272 242.0 
>Chr1 19166560 129.0 
>Chr1 19172398 303.0 
>Chr1 19173996 147.0 
>Chr1 19180416 293.0 
>Chr1 19181456 104.0 
>Chr1 19182206 320.0 
>Chr1 19191896 288.0 
>Chr1 19192770 152.0 
>Chr1 19198220 119.0 
>Chr1 19203886 299.0 
>Chr1 19211298 278.0 
>Chr1 19217934 357.0 
>Chr1 19221258 220.0 
>Chr1 19229432 406.0 
>Chr1 19234994 85.0 
>Chr1 19239210 130.0 
>Chr1 19250420 259.0 
>Chr1 19254252 97.0 
>Chr1 19282008 78.0 
>Chr1 19284738 197.0 
>Chr1 19286692 115.0 
>Chr1 19291570 266.0 
>Chr1 19292612 291.0 
>Chr1 19301858 83.0 
>Chr1 19324088 101.0 
>Chr1 19324964 92.0 
>Chr1 19327460 64.0 
>Chr1 19330306 270.0 
>Chr1 19331344 255.0 
>Chr1 19350938 145.0 
>Chr1 19352064 175.0 
>Chr1 19359752 292.0 
>Chr1 19366744 218.0 
>Chr1 19368914 114.0 
>Chr1 19370444 484.0 
>Chr1 19375354 69.0 
>Chr1 19377100 114.0 
>Chr1 19378178 457.0 
>Chr1 19388922 183.0 
>Chr1 19389782 235.0 
>Chr1 19404996 318.0 
>Chr1 19405204 483.0 
>Chr1 19409658 151.0 
>Chr1 19424494 152.0 
>Chr1 19433248 363.0 
>Chr1 19433396 491.0 
>Chr1 19437008 274.0 
>Chr1 19437986 207.0 
>Chr1 19449418 472.0 
>Chr1 19466262 229.0 
>Chr1 19488034 256.0 
>Chr1 19502508 362.0 
>Chr1 19511546 375.0 
>Chr1 19527264 497.0 
>Chr1 19534752 220.0 
>Chr1 19540454 340.0 
>Chr1 19542176 158.0 
>Chr1 19547218 62.0 
>Chr1 19551680 342.0 
>Chr1 19553346 234.0 
>Chr1 19578510 121.0 
>Chr1 19586616 492.0 
>Chr1 19604624 260.0 
>Chr1 19604924 342.0 
>Chr1 19605184 288.0 
>Chr1 19606978 178.0 
>Chr1 19609482 224.0 
>Chr1 19609682 190.0 
>Chr1 19613202 456.0 
>Chr1 19613514 222.0 
>Chr1 19616646 159.0 
>Chr1 19621664 162.0 
>Chr1 19621876 213.0 
>Chr1 19624984 164.0 
>Chr1 19646412 355.0 
>Chr1 19657456 215.0 
>Chr1 19657696 235.0 
>Chr1 19664396 231.0 
>Chr1 19664644 189.0 
>Chr1 19676762 97.0 
>Chr1 19680350 436.0 
>Chr1 19681824 66.0 
>Chr1 19688960 408.0 
>Chr1 19690166 182.0 
>Chr1 19691800 255.0 
>Chr1 19698776 176.0 
>Chr1 19713264 96.0 
>Chr1 19718794 219.0 
>Chr1 19718946 85.0 
>Chr1 19725646 417.0 
>Chr1 19730772 143.0 
>Chr1 19744308 471.0 
>Chr1 19744424 364.0 
>Chr1 19744644 247.0 
>Chr1 19751448 168.0 
>Chr1 19754544 481.0 
>Chr1 19754664 330.0 
>Chr1 19754872 407.0 
>Chr1 19762004 446.0 
>Chr1 19762188 314.0 
>Chr1 19762384 405.0 
>Chr1 19767130 462.0 
>Chr1 19767246 336.0 
>Chr1 19767462 270.0 
>Chr1 19775002 371.0 
>Chr1 19789944 296.0 
>Chr1 19790120 56.0 
>Chr1 19791702 249.0 
>Chr1 19801670 399.0 
>Chr1 19809230 69.0 
>Chr1 19823638 177.0 
>Chr1 19824772 275.0 
>Chr1 19844102 63.0 
>Chr1 19844734 395.0 
>Chr1 19849256 95.0 
>Chr1 19850144 324.0 
>Chr1 19855038 100.0 
>Chr1 19861378 161.0 
>Chr1 19868950 142.0 
>Chr1 19874712 67.0 
>Chr1 19886754 168.0 
>Chr1 19886974 139.0 
>Chr1 19895444 88.0 
>Chr1 19903150 344.0 
>Chr1 19907102 421.0 
>Chr1 19908968 213.0 
>Chr1 19910438 229.0 
>Chr1 19913834 308.0 
>Chr1 19919368 472.0 
>Chr1 19933316 135.0 
>Chr1 19933652 196.0 
>Chr1 19933876 128.0 
>Chr1 19951440 326.0 
>Chr1 19954316 89.0 
>Chr1 19956214 126.0 
>Chr1 19959682 103.0 
>Chr1 19971920 244.0 
>Chr1 19977118 211.0 
>Chr1 19980518 82.0 
>Chr1 19982080 393.0 
>Chr1 19982664 77.0 
>Chr1 19991374 232.0 
>Chr1 19999544 345.0 
>Chr1 19999740 313.0 
>Chr1 19999928 347.0 
>Chr1 20003644 136.0 
>Chr1 20008478 349.0 
>Chr1 20008678 318.0 
>Chr1 20008862 334.0 
>Chr1 20016306 336.0 
>Chr1 20016486 351.0 
>Chr1 20023278 381.0 
>Chr1 20028004 132.0 
>Chr1 20033154 198.0 
>Chr1 20033498 58.0 
>Chr1 20039918 101.0 
>Chr1 20041608 102.0 
>Chr1 20048948 225.0 
>Chr1 20061950 94.0 
>Chr1 20067854 62.0 
>Chr1 20075618 89.0 
>Chr1 20076580 80.0 
>Chr1 20094108 412.0 
>Chr1 20099518 127.0 
>Chr1 20100482 81.0 
>Chr1 20101064 256.0 
>Chr1 20113506 125.0 
>Chr1 20131058 71.0 
>Chr1 20133240 149.0 
>Chr1 20147304 305.0 
>Chr1 20147500 228.0 
>Chr1 20150680 464.0 
>Chr1 20159058 435.0 
>Chr1 20159294 404.0 
>Chr1 20159482 221.0 
>Chr1 20162402 265.0 
>Chr1 20167640 432.0 
>Chr1 20167876 406.0 
>Chr1 20168064 207.0 
>Chr1 20173302 219.0 
>Chr1 20178416 99.0 
>Chr1 20180106 287.0 
>Chr1 20190810 235.0 
>Chr1 20191960 139.0 
>Chr1 20197258 298.0 
>Chr1 20208262 438.0 
>Chr1 20234460 336.0 
>Chr1 20245404 151.0 
>Chr1 20248564 331.0 
>Chr1 20250686 362.0 
>Chr1 20258892 391.0 
>Chr1 20271486 139.0 
>Chr1 20280064 219.0 
>Chr1 20280784 222.0 
>Chr1 20297288 396.0 
>Chr1 20318020 154.0 
>Chr1 20320278 359.0 
>Chr1 20322204 101.0 
>Chr1 20328006 78.0 
>Chr1 20329056 150.0 
>Chr1 20338422 240.0 
>Chr1 20343436 108.0 
>Chr1 20363644 233.0 
>Chr1 20364408 478.0 
>Chr1 20365666 88.0 
>Chr1 20371160 73.0 
>Chr1 20373390 97.0 
>Chr1 20374348 330.0 
>Chr1 20376486 104.0 
>Chr1 20381012 376.0 
>Chr1 20381236 108.0 
>Chr1 20387202 170.0 
>Chr1 20397126 93.0 
>Chr1 20400522 348.0 
>Chr1 20402288 260.0 
>Chr1 20428158 417.0 
>Chr1 20429418 288.0 
>Chr1 20436022 121.0 
>Chr1 20459830 81.0 
>Chr1 20477798 108.0 
>Chr1 20483704 323.0 
>Chr1 20501204 110.0 
>Chr1 20502274 110.0 
>Chr1 20505162 71.0 
>Chr1 20514472 228.0 
>Chr1 20514688 89.0 
>Chr1 20528988 200.0 
>Chr1 20538476 256.0 
>Chr1 20540290 267.0 
>Chr1 20540858 90.0 
>Chr1 20564240 261.0 
>Chr1 20571012 102.0 
>Chr1 20589150 382.0 
>Chr1 20595172 89.0 
>Chr1 20604446 408.0 
>Chr1 20607862 62.0 
>Chr1 20608664 296.0 
>Chr1 20615876 171.0 
>Chr1 20618988 260.0 
>Chr1 20620798 292.0 
>Chr1 20621902 63.0 
>Chr1 20628314 121.0 
>Chr1 20634894 130.0 
>Chr1 20639310 100.0 
>Chr1 20640964 98.0 
>Chr1 20649922 122.0 
>Chr1 20651476 75.0 
>Chr1 20652946 130.0 
>Chr1 20662674 386.0 
>Chr1 20662958 187.0 
>Chr1 20670482 81.0 
>Chr1 20671636 327.0 
>Chr1 20673690 282.0 
>Chr1 20681968 319.0 
>Chr1 20699528 234.0 
>Chr1 20700548 115.0 
>Chr1 20705702 111.0 
>Chr1 20714128 181.0 
>Chr1 20738392 428.0 
>Chr1 20738588 114.0 
>Chr1 20764250 171.0 
>Chr1 20765466 269.0 
>Chr1 20765900 391.0 
>Chr1 20769440 171.0 
>Chr1 20770180 203.0 
>Chr1 20772210 133.0 
>Chr1 20773040 200.0 
>Chr1 20775710 71.0 
>Chr1 20778350 448.0 
>Chr1 20786110 74.0 
>Chr1 20794092 108.0 
>Chr1 20815196 231.0 
>Chr1 20817018 139.0 
>Chr1 20822328 282.0 
>Chr1 20849062 99.0 
>Chr1 20849498 253.0 
>Chr1 20866278 140.0 
>Chr1 20869602 77.0 
>Chr1 20879650 350.0 
>Chr1 20879974 223.0 
>Chr1 20880178 172.0 
>Chr1 20887386 144.0 
>Chr1 20891110 165.0 
>Chr1 20892600 387.0 
>Chr1 20892732 425.0 
>Chr1 20897242 73.0 
>Chr1 20908414 254.0 
>Chr1 20931220 211.0 
>Chr1 20935778 60.0 
>Chr1 20944034 254.0 
>Chr1 20949144 131.0 
>Chr1 20955896 88.0 
>Chr1 20964382 194.0 
>Chr1 20977264 167.0 
>Chr1 21001592 238.0 
>Chr1 21010924 77.0 
>Chr1 21038262 435.0 
>Chr1 21046240 99.0 
>Chr1 21053448 417.0 
>Chr1 21053636 186.0 
>Chr1 21055922 174.0 
>Chr1 21057032 67.0 
>Chr1 21061906 126.0 
>Chr1 21062690 130.0 
>Chr1 21067320 280.0 
>Chr1 21076194 493.0 
>Chr1 21090150 97.0 
>Chr1 21092272 180.0 
>Chr1 21109248 70.0 
>Chr1 21109748 138.0 
>Chr1 21111610 182.0 
>Chr1 21114898 160.0 
>Chr1 21118882 195.0 
>Chr1 21131136 168.0 
>Chr1 21136118 172.0 
>Chr1 21137928 76.0 
>Chr1 21138224 420.0 
>Chr1 21138834 89.0 
>Chr1 21145830 307.0 
>Chr1 21150270 397.0 
>Chr1 21150422 157.0 
>Chr1 21158180 325.0 
>Chr1 21159016 154.0 
>Chr1 21167902 130.0 
>Chr1 21174702 85.0 
>Chr1 21175776 139.0 
>Chr1 21181414 132.0 
>Chr1 21184946 57.0 
>Chr1 21195338 108.0 
>Chr1 21203784 473.0 
>Chr1 21207480 57.0 
>Chr1 21222032 346.0 
>Chr1 21222248 174.0 
>Chr1 21230402 80.0 
>Chr1 21235396 298.0 
>Chr1 21241130 260.0 
>Chr1 21242600 57.0 
>Chr1 21244798 259.0 
>Chr1 21244982 320.0 
>Chr1 21246784 193.0 
>Chr1 21261790 80.0 
>Chr1 21263704 280.0 
>Chr1 21265958 260.0 
>Chr1 21272482 114.0 
>Chr1 21273648 263.0 
>Chr1 21275602 157.0 
>Chr1 21286198 129.0 
>Chr1 21288208 316.0 
>Chr1 21290162 178.0 
>Chr1 21290350 377.0 
>Chr1 21292934 453.0 
>Chr1 21297082 200.0 
>Chr1 21297286 442.0 
>Chr1 21300146 192.0 
>Chr1 21301496 127.0 
>Chr1 21313858 239.0 
>Chr1 21314082 477.0 
>Chr1 21322408 476.0 
>Chr1 21333396 236.0 
>Chr1 21342338 203.0 
>Chr1 21369994 447.0 
>Chr1 21370402 250.0 
>Chr1 21373402 312.0 
>Chr1 21380346 149.0 
>Chr1 21380834 280.0 
>Chr1 21381900 476.0 
>Chr1 21386640 162.0 
>Chr1 21392408 145.0 
>Chr1 21396224 119.0 
>Chr1 21401462 128.0 
>Chr1 21408986 65.0 
>Chr1 21411220 258.0 
>Chr1 21413952 199.0 
>Chr1 21416106 97.0 
>Chr1 21428496 113.0 
>Chr1 21429558 361.0 
>Chr1 21433650 133.0 
>Chr1 21457334 410.0 
>Chr1 21471374 123.0 
>Chr1 21471658 291.0 
>Chr1 21471862 117.0 
>Chr1 21476552 245.0 
>Chr1 21484732 139.0 
>Chr1 21486002 164.0 
>Chr1 21487392 102.0 
>Chr1 21487668 161.0 
>Chr1 21487876 76.0 
>Chr1 21493422 371.0 
>Chr1 21532724 149.0 
>Chr1 21542514 243.0 
>Chr1 21555842 264.0 
>Chr1 21557504 160.0 
>Chr1 21566306 110.0 
>Chr1 21568128 236.0 
>Chr1 21579188 344.0 
>Chr1 21582388 110.0 
>Chr1 21591534 492.0 
>Chr1 21593654 497.0 
>Chr1 21596760 358.0 
>Chr1 21598494 276.0 
>Chr1 21601170 167.0 
>Chr1 21605078 64.0 
>Chr1 21605394 481.0 
>Chr1 21615246 86.0 
>Chr1 21618170 424.0 
>Chr1 21627320 250.0 
>Chr1 21628798 146.0 
>Chr1 21633972 149.0 
>Chr1 21651900 371.0 
>Chr1 21661522 261.0 
>Chr1 21662780 165.0 
>Chr1 21663830 56.0 
>Chr1 21665852 409.0 
>Chr1 21666232 195.0 
>Chr1 21669048 387.0 
>Chr1 21669696 128.0 
>Chr1 21671526 339.0 
>Chr1 21678854 143.0 
>Chr1 21683164 201.0 
>Chr1 21686572 199.0 
>Chr1 21696186 120.0 
>Chr1 21696402 164.0 
>Chr1 21703948 290.0 
>Chr1 21713734 121.0 
>Chr1 21718436 44.0 
>Chr1 21719842 102.0 
>Chr1 21723970 265.0 
>Chr1 21730374 148.0 
>Chr1 21731948 103.0 
>Chr1 21733068 217.0 
>Chr1 21743132 217.0 
>Chr1 21745346 203.0 
>Chr1 21755102 101.0 
>Chr1 21756908 315.0 
>Chr1 21760788 141.0 
>Chr1 21772630 181.0 
>Chr1 21785564 59.0 
>Chr1 21788120 112.0 
>Chr1 21794326 77.0 
>Chr1 21796260 183.0 
>Chr1 21808146 226.0 
>Chr1 21808462 205.0 
>Chr1 21809824 337.0 
>Chr1 21813584 220.0 
>Chr1 21823760 205.0 
>Chr1 21829098 101.0 
>Chr1 21832282 157.0 
>Chr1 21832938 307.0 
>Chr1 21834124 100.0 
>Chr1 21846118 445.0 
>Chr1 21849402 113.0 
>Chr1 21858388 339.0 
>Chr1 21863958 167.0 
>Chr1 21865140 151.0 
>Chr1 21865360 141.0 
>Chr1 21867178 106.0 
>Chr1 21867434 352.0 
>Chr1 21879056 172.0 
>Chr1 21886860 263.0 
>Chr1 21888706 111.0 
>Chr1 21890048 143.0 
>Chr1 21912458 146.0 
>Chr1 21916714 240.0 
>Chr1 21917776 433.0 
>Chr1 21917972 198.0 
>Chr1 21922240 451.0 
>Chr1 21928752 166.0 
>Chr1 21933294 134.0 
>Chr1 21938860 111.0 
>Chr1 21942300 73.0 
>Chr1 21948214 99.0 
>Chr1 21949488 63.0 
>Chr1 21955002 378.0 
>Chr1 21956120 295.0 
>Chr1 21965658 75.0 
>Chr1 21972422 70.0 
>Chr1 21973532 111.0 
>Chr1 21982498 170.0 
>Chr1 21992994 357.0 
>Chr1 21994600 338.0 
>Chr1 21995572 92.0 
>Chr1 22001920 448.0 
>Chr1 22004900 95.0 
>Chr1 22012164 455.0 
>Chr1 22017238 75.0 
>Chr1 22026548 185.0 
>Chr1 22033628 99.0 
>Chr1 22036680 130.0 
>Chr1 22039510 73.0 
>Chr1 22040456 235.0 
>Chr1 22044372 228.0 
>Chr1 22050576 273.0 
>Chr1 22050804 103.0 
>Chr1 22058572 113.0 
>Chr1 22065248 465.0 
>Chr1 22065768 62.0 
>Chr1 22072284 99.0 
>Chr1 22072504 98.0 
>Chr1 22074410 173.0 
>Chr1 22081110 45.0 
>Chr1 22082288 104.0 
>Chr1 22091542 83.0 
>Chr1 22110160 80.0 
>Chr1 22110800 307.0 
>Chr1 22115562 154.0 
>Chr1 22116382 263.0 
>Chr1 22120576 485.0 
>Chr1 22131736 366.0 
>Chr1 22135752 300.0 
>Chr1 22138024 127.0 
>Chr1 22144534 286.0 
>Chr1 22151246 94.0 
>Chr1 22179964 264.0 
>Chr1 22182058 86.0 
>Chr1 22194708 168.0 
>Chr1 22205472 132.0 
>Chr1 22206990 225.0 
>Chr1 22214494 99.0 
>Chr1 22217622 121.0 
>Chr1 22227862 146.0 
>Chr1 22236988 189.0 
>Chr1 22240384 321.0 
>Chr1 22241850 137.0 
>Chr1 22252694 347.0 
>Chr1 22253844 151.0 
>Chr1 22255286 418.0 
>Chr1 22255486 104.0 
>Chr1 22270094 131.0 
>Chr1 22283250 457.0 
>Chr1 22288026 333.0 
>Chr1 22300730 105.0 
>Chr1 22302440 135.0 
>Chr1 22307284 293.0 
>Chr1 22309034 330.0 
>Chr1 22332686 77.0 
>Chr1 22336234 167.0 
>Chr1 22343790 351.0 
>Chr1 22360662 116.0 
>Chr1 22370068 239.0 
>Chr1 22375474 120.0 
>Chr1 22379034 373.0 
>Chr1 22385130 196.0 
>Chr1 22390744 216.0 
>Chr1 22392506 349.0 
>Chr1 22395526 320.0 
>Chr1 22397808 88.0 
>Chr1 22416598 435.0 
>Chr1 22423262 233.0 
>Chr1 22423478 190.0 
>Chr1 22423674 426.0 
>Chr1 22427834 63.0 
>Chr1 22435460 299.0 
>Chr1 22435956 142.0 
>Chr1 22437926 389.0 
>Chr1 22441746 297.0 
>Chr1 22449488 78.0 
>Chr1 22450496 118.0 
>Chr1 22466102 480.0 
>Chr1 22480534 178.0 
>Chr1 22481592 473.0 
>Chr1 22487534 353.0 
>Chr1 22491932 112.0 
>Chr1 22494534 474.0 
>Chr1 22495848 248.0 
>Chr1 22498940 91.0 
>Chr1 22505034 482.0 
>Chr1 22505904 180.0 
>Chr1 22506672 100.0 
>Chr1 22509188 401.0 
>Chr1 22509396 239.0 
>Chr1 22518130 399.0 
>Chr1 22518342 187.0 
>Chr1 22523604 234.0 
>Chr1 22533876 85.0 
>Chr1 22539030 186.0 
>Chr1 22543110 192.0 
>Chr1 22546206 78.0 
>Chr1 22547868 216.0 
>Chr1 22548064 351.0 
>Chr1 22562364 380.0 
>Chr1 22563250 152.0 
>Chr1 22563938 350.0 
>Chr1 22581958 60.0 
>Chr1 22595746 331.0 
>Chr1 22603504 406.0 
>Chr1 22604016 315.0 
>Chr1 22604324 219.0 
>Chr1 22604520 114.0 
>Chr1 22604720 159.0 
>Chr1 22617528 163.0 
>Chr1 22636934 145.0 
>Chr1 22644898 91.0 
>Chr1 22652644 151.0 
>Chr1 22656252 228.0 
>Chr1 22665926 53.0 
>Chr1 22667656 228.0 
>Chr1 22670820 204.0 
>Chr1 22675894 134.0 
>Chr1 22680876 136.0 
>Chr1 22691820 367.0 
>Chr1 22704976 443.0 
>Chr1 22705416 123.0 
>Chr1 22705764 187.0 
>Chr1 22709440 106.0 
>Chr1 22730012 478.0 
>Chr1 22731638 212.0 
>Chr1 22731922 155.0 
>Chr1 22737292 63.0 
>Chr1 22742190 494.0 
>Chr1 22742530 100.0 
>Chr1 22747340 98.0 
>Chr1 22754636 168.0 
>Chr1 22755998 76.0 
>Chr1 22759570 66.0 
>Chr1 22762084 217.0 
>Chr1 22767074 54.0 
>Chr1 22768088 175.0 
>Chr1 22775052 106.0 
>Chr1 22782904 91.0 
>Chr1 22805194 239.0 
>Chr1 22807488 94.0 
>Chr1 22808734 420.0 
>Chr1 22810984 226.0 
>Chr1 22822870 209.0 
>Chr1 22823900 119.0 
>Chr1 22824792 111.0 
>Chr1 22826022 90.0 
>Chr1 22831296 357.0 
>Chr1 22831744 474.0 
>Chr1 22832076 244.0 
>Chr1 22835608 157.0 
>Chr1 22850282 414.0 
>Chr1 22859272 422.0 
>Chr1 22861034 239.0 
>Chr1 22861974 112.0 
>Chr1 22880136 338.0 
>Chr1 22886478 411.0 
>Chr1 22897416 345.0 
>Chr1 22899806 197.0 
>Chr1 22901172 235.0 
